full_name,age,country,rating,club,foot,position,value,wage,reputation
Victor Méndez,20,Spain,62,CD Tenerife,Right,GK,850000,950,1
K. Çalhanoğlu,17,Germany,62,FC Schalke 04,Left,LM,1200000,500,1
S. Lang,26,Germany,62,SC Verl,Right,LB,425000,550,1
R. Quintana,25,Uruguay,62,Club Plaza Colonia,Right,ST,525000,500,1
W. Aimson,26,Wales,62,Plymouth Argyle,Right,CB,500000,3000,1
K. Tanno,34,Japan,62,Kawasaki Frontale,Right,GK,70000,2000,1
M. Palionis,33,Lithuania,62,SSV Jahn Regensburg,Right,CB,190000,2000,1
B. Luciatti,27,Argentina,62,Club Atlético Tigre,Left,CB,425000,3000,1
G. Viscarra,27,Bolivia,62,Club Bolívar,Right,GK,350000,500,1
A. Mboko,22,Belgium,62,Beerschot AC,Right,RWB,775000,2000,1
M. Domański,29,Poland,62,Stal Mielec,Right,RW,400000,1000,1
M. Sissako,19,Mali,62,Standard de Liège,Left,CB,875000,1000,1
Ander Iru,21,Spain,62,Athletic Club de Bilbao,Right,GK,775000,2000,1
I. Rodríguez,27,Mexico,62,Puebla FC,Right,GK,350000,1000,1
L. Pons,30,Argentina,62,Club Atlético Banfield,Right,ST,400000,3000,1
J. Kotzke,30,Germany,62,FC Ingolstadt 04,Right,CB,325000,2000,1
A. Niewulis,31,Poland,62,Raków Częstochowa,Right,CB,275000,1000,1
K. John,19,England,62,Everton,Right,RB,900000,6000,1
A. Becker,23,Germany,62,SSV Jahn Regensburg,Right,ST,625000,3000,1
N. Bazzana,24,Argentina,62,Estudiantes de La Plata,Right,CB,750000,2000,1
Lucas Rodrigues,20,Brazil,62,Moreirense FC,Right,ST,875000,2000,1
He Chao,25,China PR,62,Guangzhou Evergrande Taobao FC,Right,CB,575000,4000,1
C. Horgan,25,Republic of Ireland,62,Derry City,Right,RB,475000,700,1
H. Shoji,22,Japan,62,Cerezo Osaka,Right,CB,750000,1000,1
M. Lema,20,Austria,62,TSV Hartberg,Right,RM,875000,3000,1
D. Mercado,23,Argentina,62,Club Atlético Huracán,Right,CDM,825000,2000,1
J. McNerney,30,England,62,Crawley Town,Right,CB,325000,2000,1
Y. Kamiya,23,Japan,62,Kashiwa Reysol,Right,RM,600000,2000,1
L. Sučić,17,Croatia,62,FC Red Bull Salzburg,Left,CAM,1000000,600,1
J. Flores,24,England,62,Dundalk,Left,CAM,600000,700,1
Álex Zalaya,22,Spain,62,Real Sporting de Gijón,Left,CB,925000,2000,1
B. Bayazit,21,Netherlands,62,Vitesse,Right,GK,775000,2000,1
A. Roldan,23,United States,62,Seattle Sounders FC,Right,CAM,625000,1000,1
J. Shaffelburg,20,Canada,62,Toronto FC,Left,LM,875000,1000,1
T. Schilk,28,Germany,62,Hallescher FC,Right,RB,400000,1000,1
Manu Justo,24,Spain,62,RC Celta,Right,RM,575000,3000,1
I. May,22,Germany,62,Eintracht Braunschweig,Right,CB,850000,2000,1
D. N'Landu,19,France,62,Royal Excel Mouscron,Left,LM,850000,4000,1
T. Conlon,24,England,62,Port Vale,Left,CAM,575000,2000,1
C. Humphreys-Grant,21,England,62,SV Zulte-Waregem,Right,CB,825000,2000,1
M. Maranda,22,Austria,62,SKN St. Pölten,Right,CB,825000,2000,1
A. Al Obud,25,Saudi Arabia,62,Al Ittihad,Right,CAM,525000,7000,1
A. Gnahoua,28,France,62,Bolton Wanderers,Left,ST,400000,4000,1
L. Gordon,24,Scotland,62,St. Johnstone FC,Right,CB,750000,1000,1
D. Philipp,20,Germany,62,ADO Den Haag,Right,CAM,950000,4000,1
R. Uldriķis,22,Latvia,62,FC Sion,Right,ST,900000,6000,1
C. Riveros,21,Paraguay,62,Nacional Asunción,Right,GK,775000,500,1
Famana Quizera,18,Portugal,62,Borussia Mönchengladbach,Right,CAM,1000000,2000,1
C. Anene,27,Norway,62,FC Midtjylland,Right,ST,475000,6000,1
A. Collins,20,England,62,Exeter City,Right,CAM,875000,2000,1
R. Mina,20,Ecuador,62,SD Aucas,Right,RB,825000,500,1
J. Sparkes,19,England,62,Exeter City,Left,LWB,900000,1000,1
C. Coskun,22,Turkey,62,FSV Zwickau,Left,LM,650000,500,1
Cho Ji Hun,30,Korea Republic,62,Gangwon FC,Right,CM,375000,2000,1
M. Rybicki,27,Poland,62,Warta Poznań,Right,RM,425000,1000,1
B. Reeves,28,Northern Ireland,62,Plymouth Argyle,Left,CAM,400000,3000,1
J. Sánchez Purata,22,Mexico,62,Tigres U.A.N.L.,Right,CB,825000,6000,1
M. Spychała,22,Poland,62,Warta Poznań,Right,RB,850000,800,1
L. Rath,28,Austria,62,FC Admira Wacker Mödling,Left,CB,375000,2000,1
D. Granečný,21,Czech Republic,62,FC Emmen,Left,LB,775000,1000,1
Lee Jong Sung,27,Korea Republic,62,Suwon Samsung Bluewings,Right,CDM,425000,1000,1
J. Pósito,30,Peru,62,Cusco FC,Right,ST,400000,500,1
L. Mulholland,31,England,62,Real Salt Lake,Right,CB,325000,2000,1
D. Itter,21,Germany,62,VfL Wolfsburg,Right,RWB,850000,5000,1
J. Pretel,36,Peru,62,Cusco FC,Right,GK,45000,500,1
M. Rozman,33,Slovenia,62,,Right,GK,0,0,1
H. Robstad,29,Norway,62,IK Start,Left,LB,350000,850,1
S. Higashi,19,Japan,62,Sanfrecce Hiroshima,Left,CAM,875000,1000,1
T. Huk,25,Slovakia,62,Piast Gliwice,Right,CB,550000,2000,1
I. Vigurs,32,Scotland,62,Ross County FC,Left,CAM,325000,2000,1
S. Robinson,28,Scotland,62,Livingston FC,Right,CAM,400000,2000,1
N. Boogaard,33,Australia,62,Newcastle Jets,Right,CB,190000,950,1
A. Winter,33,Switzerland,62,FC Zürich,Right,RM,250000,3000,1
V. Constantin,22,Romania,62,Universitatea Craiova,Right,CAM,900000,2000,1
S. Gündüz,26,Germany,62,Hallescher FC,Right,RM,475000,1000,1
V. Figueroa,36,Argentina,62,SD Aucas,Right,LM,130000,500,1
J. Rodríguez,22,Panama,62,CD Lugo,Left,LM,975000,4000,1
M. Festa,28,Italy,62,Crotone,Right,GK,350000,2000,1
R. Hove,24,Norway,62,Viking FK,Right,CB,750000,800,1
L. Waterfall,29,England,62,Grimsby Town,Right,CB,325000,2000,1
A. Al Qahtani,27,Saudi Arabia,62,Al Wehda,Right,RM,425000,5000,1
Álex Pachón,19,Spain,62,Girona FC,Right,ST,1000000,1000,1
M. Gajić,33,Serbia,62,FC Vaduz,Left,CM,240000,2000,1
I. Pitta,20,Paraguay,62,Olimpia Asunción,Right,ST,875000,500,1
L. Malicsek,21,Austria,62,FC Admira Wacker Mödling,Right,CB,825000,1000,1
L. Jephcott,20,Wales,62,Plymouth Argyle,Right,ST,975000,2000,1
H. Mashiane,22,South Africa,62,Kaizer Chiefs,Left,LWB,775000,500,1
X. Pinoteau,37,France,62,FC Chambly Oise,Right,GK,45000,550,1
L. Kasten,19,Germany,62,VfL Wolfsburg,Right,GK,900000,2000,1
R. Ruiz Díaz,21,Paraguay,62,Sol de América,Right,RM,650000,500,1
T. Erlandsson,23,Sweden,62,Falkenbergs FF,Right,GK,675000,500,1
A. Al Suwat,25,Saudi Arabia,62,Al Ittihad,Right,CAM,575000,6000,1
C. Haas,27,Austria,62,FC Admira Wacker Mödling,Right,GK,400000,2000,1
R. Ferreira,22,Paraguay,62,Nacional Asunción,Right,RWB,850000,500,1
H. Nicolussi Caviglia,20,Italy,62,Parma,Right,CAM,950000,4000,1
A. Sidibé,18,France,62,AS Saint-Étienne,Right,RM,1000000,2000,1
S. Sosa,26,Uruguay,62,Querétaro,Right,ST,525000,2000,1
S. Lukić,40,Bosnia Herzegovina,62,Varbergs BoIS,Right,GK,45000,500,1
C. Randall,24,England,62,Ross County FC,Right,RB,550000,1000,1
A. MacDonald,30,Scotland,62,Gillingham,Right,CDM,375000,2000,1
S. Velkov,23,Bulgaria,62,KFC Uerdingen 05,Right,CB,825000,1000,1
A. Wildig,28,England,62,Morecambe,Right,RW,400000,2000,1
D. Smarsch,21,Germany,62,FC St. Pauli,Right,GK,850000,2000,1
D. Jubitana,21,Belgium,62,Waasland-Beveren,Left,CAM,900000,2000,1
A. Gallo,20,Italy,62,Lecce,Left,LM,925000,4000,1
J. Becerra,22,Colombia,62,RCD Espanyol,Right,ST,900000,3000,1
W. Boyle,24,England,62,Cheltenham Town,Left,CB,550000,2000,1
Zhao Xuri,34,China PR,62,Dalian YiFang FC,Right,CDM,180000,3000,1
C. Dummigan,24,Northern Ireland,62,Dundalk,Right,RB,550000,650,1
J. Barrett,22,Republic of Ireland,62,Bristol Rovers,Right,CAM,900000,2000,1
K. Lunding,20,Denmark,62,Heracles Almelo,Left,CAM,875000,1000,1
E. Daci,21,North Macedonia,62,Atiker Konyaspor,Left,ST,975000,2000,1
V. Oliver,28,England,62,Gillingham,Right,ST,400000,2000,1
B. Hanlan,23,England,62,Bristol Rovers,Right,ST,800000,2000,1
A. Ćatić,21,Bosnia Herzegovina,62,ADO Den Haag,Right,RM,900000,2000,1
M. Skóraś,20,Poland,62,Lech Poznań,Right,RM,950000,1000,1
J. Lahne,18,Sweden,62,Amiens SC,Right,CAM,925000,600,1
L. Beltrán,19,Argentina,62,River Plate,Right,ST,1000000,2000,1
V. Guzmán,18,Mexico,62,Club Tijuana,Right,CB,950000,1000,1
Pere Joan,18,Spain,62,RCD Mallorca,Right,GK,900000,500,1
E. Cangá,26,Ecuador,62,El Nacional,Right,ST,475000,500,1
Miguel Bandarra,24,Portugal,62,Farense,Right,RB,600000,1000,1
L. Ward,23,England,62,Exeter City,Right,GK,775000,2000,1
E. Frederiksen,19,Denmark,62,SønderjyskE,Left,CAM,950000,2000,1
R. Fernández,20,Bolivia,62,Club Bolívar,Left,LB,925000,500,1
M. Palomino,19,United States,62,Houston Dynamo,Right,CAM,950000,900,1
R. Smith,23,Austria,62,WSG Tirol,Right,CM,600000,2000,1
D. Nazon,26,Haiti,62,Sint-Truidense VV,Right,ST,525000,3000,1
E. Figueroa,29,Sweden,62,Helsingborgs IF,Left,CB,375000,750,1
A. Baroan,20,France,62,Chamois Niortais Football Club,Left,CAM,875000,1000,1
Cañizares,18,Spain,62,Real Madrid,Right,GK,900000,2000,1
S. Hostikka,22,Finland,62,Pogoń Szczecin,Right,RM,650000,1000,1
L. Popescu,23,Romania,62,Universitatea Craiova,Right,GK,675000,1000,1
A. Al Nazera,27,Saudi Arabia,62,Al Adalah,Right,LM,425000,4000,1
Piao Shihao,28,China PR,62,Shijiazhuang Ever Bright F.C.,Right,RB,350000,2000,1
D. Pines,22,United States,62,DC United,Right,CB,750000,1000,1
Álex Escardó,22,Spain,62,AD Alcorcón,Left,LM,900000,2000,1
K. Hodžić,25,Sweden,62,Mjällby AIF,Left,LWB,475000,650,1
E. Rabanal,23,Peru,62,Melgar FBC,Right,RB,525000,500,1
H. Smith,25,England,62,Northampton Town,Right,ST,600000,2000,1
O. Šarkić,22,Montenegro,62,Blackpool,Right,ST,900000,2000,1
Tòfol Montiel,20,Spain,62,Fiorentina,Left,CAM,950000,6000,1
P. Cowan-Hall,29,England,62,Colchester United,Right,RM,400000,3000,1
B. Gartland,33,Republic of Ireland,62,Dundalk,Right,CB,190000,750,1
N. Klinger,24,Germany,62,VfL Wolfsburg,Right,GK,475000,5000,1
A. Ildız,23,Turkey,62,Yeni Malatyaspor,Right,CB,825000,2000,1
T. Lebeau,21,France,62,Chamois Niortais Football Club,Right,CAM,800000,1000,1
A. Dabo,19,France,62,FC Nantes,Left,CAM,1000000,3000,1
K. Magennis,21,Scotland,62,Hibernian,Right,CAM,900000,1000,1
Guito,22,Spain,62,AD Alcorcón,Left,LB,850000,2000,1
G. Morrissey,28,Republic of Ireland,62,Cork City,Right,CDM,375000,750,1
I. Cissé,24,France,62,USL Dunkerque,Right,RWB,575000,1000,1
D. Buchholz,35,Germany,62,VfL Osnabrück,Right,GK,45000,1000,1
Pedro Brazão,17,Portugal,62,FC Lausanne-Sport,Left,CAM,1000000,1000,1
T. Siersleben,20,Germany,62,VfL Wolfsburg,Left,CB,900000,5000,1
S. Luštica,29,Australia,62,Western United FC,Right,CM,400000,700,1
H. Castegren,24,Sweden,62,IFK Norrköping,Right,CB,825000,1000,1
E. Parish,30,England,62,St. Johnstone FC,Right,GK,275000,1000,1
D. Sandy,18,Bolivia,62,Jorge Wilstermann,Right,GK,725000,500,1
G. Innocent,20,France,62,Stade Malherbe Caen,Right,GK,850000,6000,1
Itaitinga,21,Brazil,62,FC Sion,Right,ST,975000,4000,1
C. Makridis,23,Germany,62,SSV Jahn Regensburg,Right,ST,625000,2000,1
A. Theate,20,Belgium,62,KV Oostende,Left,CB,825000,2000,1
L. Erwin,26,Scotland,62,St. Mirren,Right,ST,525000,2000,1
C. McGrandles,24,Scotland,62,Lincoln City,Right,RM,600000,2000,1
E. Adebayo,22,England,62,Walsall,Right,ST,900000,3000,1
F. Domínguez,22,Uruguay,62,Racing Club,Right,CM,900000,3000,1
P. Amond,32,Republic of Ireland,62,Newport County,Right,ST,325000,3000,1
Adrián Turmo,19,Spain,62,Girona FC,Right,ST,950000,1000,1
A. Rufer,24,New Zealand,61,Wellington Phoenix,Right,RM,475000,850,1
A. Andrésson,22,Iceland,61,Viking FK,Left,CB,700000,750,1
L. Morales,29,Argentina,61,Gimnasia y Esgrima La Plata,Right,RB,300000,3000,1
M. Chang,29,Cuba,61,Real Salt Lake,Right,RM,325000,2000,1
T. Ricketts,32,Canada,61,Vancouver Whitecaps FC,Right,ST,275000,2000,1
J. Houwen,24,Netherlands,61,Vitesse,Right,GK,400000,2000,1
M. Pałaszewski,22,Poland,61,Śląsk Wrocław,Right,RWB,725000,1000,1
N. Zanellato,22,Italy,61,Crotone,Right,CAM,725000,2000,1
A. Gündüz,19,Turkey,61,Trabzonspor,Right,CB,800000,2000,1
A. Balanta,20,Colombia,61,Deportivo Cali,Right,CDM,750000,500,1
M. Dárdai,18,Germany,61,Hertha BSC,Left,CB,725000,2000,1
B. Gazzolo,22,Chile,61,CD Huachipato,Right,CB,700000,1000,1
M. Gillesphey,24,England,61,Brisbane Roar,Left,CB,600000,900,1
R. Fernández,23,Uruguay,61,River Plate Asunción,Right,LB,475000,500,1
A. Maiz,19,Paraguay,61,Defensa y Justicia,Right,CM,775000,2000,1
G. Herrem,32,Norway,61,Kalmar FF,Right,ST,275000,900,1
N. Tella,20,England,61,Southampton,Right,RM,800000,7000,1
B. Stokke,29,Norway,61,Vålerenga Fotball,Left,ST,325000,1000,1
H. Al Shuwaysh,31,Saudi Arabia,61,Al Raed,Left,CB,220000,3000,1
Juanpe,24,Spain,61,CD Lugo,Right,CAM,650000,2000,1
C. Kelleher,21,Republic of Ireland,61,Liverpool,Right,GK,700000,6000,1
J. Stöckner,31,Germany,61,SC Verl,Right,CB,220000,500,1
A. Al Yousef,30,Saudi Arabia,61,Al Adalah,Left,LB,275000,3000,1
M. Real,20,United States,61,Philadelphia Union,Left,LB,675000,1000,1
M. Youssouf,32,Comoros,61,AC Ajaccio,Left,RM,250000,1000,1
A. Koura,27,Burkina Faso,61,FC Lausanne-Sport,Right,ST,350000,4000,1
Hwang Tae Hyun,21,Korea Republic,61,Daegu FC,Right,RB,700000,1000,1
L. Vejmola,25,Czech Republic,61,FK Haugesund,Right,GK,400000,600,1
N. Madsen,20,Denmark,61,FC Midtjylland,Right,CM,675000,3000,1
A. Velagic,28,Germany,61,Türkgücü München,Right,CB,275000,950,1
L. Montsma,22,Netherlands,61,Lincoln City,Right,CB,700000,2000,1
Zhu Jianrong,28,China PR,61,Qingdao Huanghai F.C.,Left,ST,325000,3000,1
B. Abdallah,21,France,61,ESTAC Troyes,Right,RWB,700000,1000,1
B. Wilson,27,England,61,Coventry City,Right,GK,325000,5000,1
S. Mende,26,Germany,61,VfB Lübeck,Right,CDM,425000,800,1
K. Aktaş,25,Turkey,61,Gazişehir Gaziantep F.K.,Right,CDM,425000,2000,1
E. Osadebe,23,Republic of Ireland,61,Walsall,Right,RM,500000,3000,1
R. Palmer,21,England,61,Barnsley,Right,CAM,725000,2000,1
J. Greaves,19,England,61,Hull City,Left,CB,650000,800,1
A. Hansen,24,Denmark,61,Aalborg BK,Right,GK,425000,2000,1
M. Jay,24,England,61,Exeter City,Right,CAM,525000,2000,1
G. Crettaz,20,Argentina,61,Málaga CF,Right,GK,700000,900,1
P. Hasenhüttl,23,Austria,61,SpVgg Unterhaching,Right,ST,675000,1000,1
A. Pembélé,19,France,61,Paris FC,Right,RW,775000,1000,1
L. Carissoni,23,Italy,61,Torino,Right,RB,700000,5000,1
J. Labadie,29,England,61,Newport County,Right,CDM,325000,3000,1
S. Rumbullaku,28,Albania,61,UTA Arad,Left,LB,300000,1000,1
C. Harries,23,Wales,61,Bristol Rovers,Left,CB,675000,2000,1
Julio Gracia,22,Spain,61,Getafe CF,Right,CM,725000,4000,1
J. Mitchell-Lawson,20,England,61,Bristol Rovers,Right,RM,800000,4000,1
D. Agyei,23,England,61,Oxford United,Left,ST,675000,2000,1
H. Odoffin,22,England,61,Hamilton Academical FC,Right,RB,700000,1000,1
K. Michalski,20,Poland,61,Górnik Zabrze,Right,RWB,750000,800,1
S. Raux-Yao,21,France,61,KSV Cercle Brugge,Left,CB,700000,1000,1
J. Breitenbach,22,Germany,61,1. FC Saarbrücken,Right,RB,700000,950,1
Wang Zihao,25,China PR,61,Shijiazhuang Ever Bright F.C.,Right,LM,400000,2000,1
A. Trușescu,21,Romania,61,Astra Giurgiu,Left,LB,775000,1000,1
S. Bennett,29,England,61,Newport County,Right,CB,275000,2000,1
E. Alkan,26,Turkey,61,Türkgücü München,Right,CB,400000,950,1
A. Kamardin,18,France,61,Olympique de Marseille,Right,CB,725000,2000,1
A. Onana,18,Belgium,61,Hamburger SV,Right,CDM,800000,650,1
Wang Jinxian,24,China PR,61,Dalian YiFang FC,Right,RM,500000,3000,1
I. El Harchi,21,Morocco,61,FC Cartagena,Right,ST,675000,1000,1
A. Abdallah,22,Comoros,61,Grenoble Foot 38,Left,LB,700000,1000,1
M. Dembélé,23,France,61,Rodez Aveyron Football,Right,ST,725000,1000,1
S. Amin,22,Syria,61,Örebro SK,Right,CM,525000,950,1
G. Woods,29,England,61,Aberdeen,Right,GK,220000,2000,1
G. Zappa,20,Italy,61,Cagliari,Right,RB,750000,3000,1
E. Rivas,18,Venezuela,61,Estudiantes de Mérida,Right,ST,775000,500,1
Javi Martínez,20,Spain,61,CA Osasuna,Right,ST,800000,4000,1
L. Jürgensen,22,Germany,61,SC Verl,Left,CB,700000,500,1
R. Pereira de Sa,23,France,61,FC Nantes,Left,LM,525000,4000,1
J. Gelhardt,18,England,61,Leeds United,Left,ST,900000,6000,1
E. Dos Santos Haesler,21,Germany,61,SV Werder Bremen,Right,GK,650000,2000,1
Uri,20,Spain,61,FC Cartagena,Right,CB,675000,1000,1
C. Guy,23,England,61,Carlisle United,Right,CM,650000,2000,1
A. Boupendza,23,Gabon,61,Hatayspor,Right,ST,675000,2000,1
Costinha,20,Portugal,61,Rio Ave FC,Right,RB,675000,1000,1
Valdeci,25,Brazil,61,Sportivo Luqueño,Right,ST,450000,500,1
A. Bajrovic,24,Sweden,61,Sepsi OSK,Right,CAM,500000,2000,1
A. Virginius,17,France,61,FC Sochaux-Montbéliard,Right,RW,825000,500,1
Lee Chang Yong,29,Korea Republic,61,Seongnam FC,Right,CB,275000,1000,1
C. Stokes,29,England,61,Forest Green Rovers,Left,CB,275000,3000,1
L. Gottwalt,22,Germany,61,1. FC Kaiserslautern,Right,CB,700000,850,1
A. McCalmont,20,Northern Ireland,61,Oldham Athletic,Right,CAM,750000,9000,1
Camilo,21,Brazil,61,Olympique Lyonnais,Right,CAM,800000,7000,1
D. Mehmet,27,Turkey,61,Dundee United,Right,GK,325000,1000,1
N. Knothe,21,Germany,61,1. FC Nürnberg,Right,CB,750000,2000,1
M. Pineda,22,United States,61,Chicago Fire,Right,CB,700000,1000,1
J. Parker,29,Antigua & Barbuda,61,Wycombe Wanderers,Right,RW,325000,3000,1
M. Neill,25,Australia,61,Newcastle Jets,Left,LB,400000,850,1
K. Niemczycki,20,Poland,61,Cracovia,Right,GK,700000,900,1
Pedro Martelo,20,Portugal,61,FC Paços de Ferreira,Right,ST,800000,1000,1
P. Grauschopf,21,Germany,61,SpVgg Unterhaching,Left,CB,700000,950,1
B. Figueroa,21,Chile,61,Audax Italiano,Right,RM,800000,900,1
R. López,26,Uruguay,61,Sagan Tosu,Right,ST,400000,1000,1
C. Gauseth,36,Norway,61,Mjøndalen IF,Right,CM,100000,600,1
I. Nuhu,18,Ghana,61,KAS Eupen,Right,CAM,825000,950,1
D. Huisman,17,Netherlands,61,Vitesse,Right,CAM,825000,500,1
O. Ademi,28,Switzerland,61,MSV Duisburg,Right,ST,325000,800,1
Lee Seung Mo,22,Korea Republic,61,Pohang Steelers,Right,CM,700000,1000,1
A. Al Amri,23,Saudi Arabia,61,Al Nassr,Right,CB,675000,5000,1
B. Satkus,19,Lithuania,61,1. FC Nürnberg,Right,CB,650000,1000,1
W. Omsberg,24,United States,61,Chicago Fire,Right,CB,600000,1000,1
E. Collier,25,New Zealand,61,Chicago Fire,Right,ST,425000,1000,1
D. Whitehead,26,England,61,Port Vale,Right,CAM,400000,2000,1
L. Dennis,27,England,61,Leyton Orient,Right,RM,350000,3000,1
S. Hyodo,34,Japan,61,Vegalta Sendai,Right,RM,150000,1000,1
K. Barnawi,33,Saudi Arabia,61,Abha Club,Right,RB,170000,2000,1
S. Drljača,21,Germany,61,Borussia Dortmund,Right,GK,650000,4000,1
K. Howkins,24,England,61,Newport County,Right,CB,425000,2000,1
C. Eriksson,25,Finland,61,Mjällby AIF,Right,GK,400000,500,1
B. Hamill,27,Australia,61,Western United FC,Right,CB,350000,600,1
L. Vergara,29,Colombia,61,AC Mineros de Guayana,Left,CB,275000,500,1
K. O'Connor,25,Republic of Ireland,61,Cork City,Left,LWB,375000,650,1
F. Jno-Baptiste,20,England,61,Östersunds FK,Right,ST,800000,800,1
C. Casap,21,Romania,61,FC Viitorul,Left,CAM,800000,1000,1
R. Schlegel,23,Argentina,61,Orlando City SC,Right,CB,675000,2000,1
J. McNulty,35,Scotland,61,Rochdale,Left,CB,90000,750,1
M. Ibrahimoglu,19,Austria,61,SK Rapid Wien,Right,CAM,775000,3000,1
L. Morante,23,France,61,La Berrichonne de Châteauroux,Right,CB,675000,1000,1
M. Jutrić,24,Austria,61,Academica Clinceni,Right,CB,600000,900,1
Y. Subaşı,24,Turkey,61,Kayserispor,Left,LB,425000,2000,1
J. Lennon,22,Republic of Ireland,61,St. Patrick's Athletic,Right,CDM,700000,500,1
A. Pitu,18,Romania,61,FC Viitorul,Right,RM,825000,850,1
Matchoi Djaló,17,Portugal,61,FC Paços de Ferreira,Right,RM,750000,500,1
J. Canale,23,Paraguay,61,Sol de América,Left,CB,475000,500,1
F. Al Aiyaf,28,Saudi Arabia,61,Al Hazem,Left,LM,325000,4000,1
A. Riel,30,Denmark,61,Lyngby BK,Right,ST,325000,2000,1
Boubacar Hanne,21,Portugal,61,Gil Vicente FC,Left,LM,800000,2000,1
Marc Baró,20,Spain,61,Cádiz CF,Left,LB,675000,3000,1
T. van Leeuwen,18,Netherlands,61,FC Twente,Right,CAM,825000,700,1
E. Wiemberg,26,Chile,61,Unión La Calera,Left,LB,375000,650,1
J. Gutjahr,22,United States,61,Chicago Fire,Right,RM,500000,1000,1
Júlio Romão,22,Brazil,61,Santa Clara,Right,CDM,475000,900,1
M. Al Qarni,30,Saudi Arabia,61,Al Wehda,Right,CDM,275000,4000,1
J. Ogedi-Uzokwe,26,England,61,Sligo Rovers,Right,LM,375000,550,1
S. Kennedy,23,Canada,61,SSV Jahn Regensburg,Left,CB,600000,2000,1
D. Torrico,32,Bolivia,61,Jorge Wilstermann,Right,LM,250000,500,1
T. Masuda,31,Japan,61,Sanfrecce Hiroshima,Right,GK,170000,1000,1
Pablo Pérez,18,Spain,61,Sevilla FC,Left,LB,725000,1000,1
D. Gardner,30,England,61,Wigan Athletic,Right,CAM,325000,1000,1
H. Massoudi,20,Belgium,61,Sint-Truidense VV,Right,CAM,725000,2000,1
E. Selvik,22,Norway,61,Odds BK,Left,GK,650000,650,1
R. Draper,31,England,61,Ross County FC,Right,CB,275000,1000,1
L. Sandoval,21,Colombia,61,Junior FC,Right,ST,800000,650,1
A. Herzog,22,Germany,61,FC Hansa Rostock,Right,RM,725000,1000,1
A. Nguiamba,21,France,61,AS Nancy Lorraine,Left,CDM,775000,800,1
L. Spence,24,Scotland,61,Scunthorpe United,Right,CM,650000,3000,1
M. Gouras,22,Germany,61,1. FC Saarbrücken,Left,LM,725000,1000,1
Park Jun Hui,29,Korea Republic,61,GwangJu FC,Right,CDM,275000,1000,1
H. Nakamura,22,Japan,61,FC Tokyo,Right,CB,475000,2000,1
J. Isita,26,Bolivia,61,Always Ready,Right,ST,425000,500,1
Y. Ammour,21,France,61,Montpellier HSC,Left,ST,800000,4000,1
D. Cirkin,18,England,61,Tottenham Hotspur,Left,LB,1000000,3000,1
A. Al Ammar,26,Saudi Arabia,61,Damac FC,Left,LM,375000,3000,1
S. Lavelle,23,Scotland,61,Morecambe,Right,CB,675000,2000,1
Guo Quanbo,22,China PR,61,Beijing Sinobo Guoan FC,Right,GK,650000,2000,1
I. Gruev,20,Bulgaria,61,SV Werder Bremen,Left,CM,825000,3000,1
A. Krul,33,Netherlands,61,AZ Alkmaar,Right,GK,110000,1000,1
R. Kobiljar,24,Bosnia Herzegovina,61,KFC Uerdingen 05,Right,CAM,650000,1000,1
F. Lach,23,Germany,61,SC Verl,Right,CB,600000,500,1
A. Lewis,22,Wales,61,Newport County,Right,CB,700000,2000,1
O. Bertel,23,Colombia,61,Millonarios FC,Left,LB,625000,700,1
C. Drameh,18,England,61,Leeds United,Right,RB,875000,4000,1
K. Haug,22,Norway,61,Vålerenga Fotball,Right,GK,650000,600,1
N. Fernández,20,Chile,61,Audax Italiano,Right,RWB,800000,900,1
N. Gioacchini,19,United States,61,Stade Malherbe Caen,Right,ST,775000,1000,1
T. Raemaekers,19,Belgium,61,Oud-Heverlee Leuven,Right,CB,725000,1000,1
S. Korb,27,Germany,61,SC Verl,Right,CDM,350000,500,1
L. Angol,25,England,61,Leyton Orient,Right,RM,450000,3000,1
I. Sekigawa,19,Japan,61,Kashima Antlers,Right,CB,725000,850,1
R. Fernández,19,Paraguay,61,Club Guaraní,Left,CB,725000,500,1
E. Edwards Jr.,28,United States,61,DC United,Right,GK,300000,1000,1
K. Tobers,19,Latvia,61,Lechia Gdańsk,Right,CB,725000,950,1
J. Šutalo,20,Croatia,61,Dinamo Zagreb,Right,CB,750000,500,1
Luiz Júnior,19,Brazil,61,Famalicão,Right,GK,675000,650,1
J. Hare,25,England,61,Bristol Rovers,Right,RWB,350000,2000,1
M. Rouai,19,France,61,CD Nacional,Right,CAM,850000,1000,1
T. Marsh,26,England,61,Stevenage,Right,LM,375000,2000,1
Pedro López,23,Spain,61,CD Lugo,Right,CB,675000,1000,1
M. Fossey,21,United States,61,Shrewsbury,Right,RB,700000,9000,1
T. Van Den Keybus,19,Belgium,61,Club Brugge KV,Left,CAM,775000,2000,1
A. Chakraborty,34,India,61,,Left,CB,0,0,1
N. Fernández Mercau,20,Argentina,61,San Lorenzo de Almagro,Left,LM,750000,2000,1
Kim Jin Gyu,23,Korea Republic,61,Busan IPark,Right,CAM,725000,1000,1
R. Meraz,20,Mexico,61,Mazatlán FC,Right,CDM,725000,2000,1
L. Dietz,23,Germany,61,FC Würzburger Kickers,Right,CDM,675000,2000,1
D. Bumberger,21,Austria,61,SCR Altach,Left,CB,700000,2000,1
Matis Carvalho,21,Portugal,61,Montpellier HSC,Right,GK,700000,2000,1
